"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Metabolism","Metabolism of cofactors and vitamins","hsa00860","Porphyrin metabolism","1/414","46/9399",0.0217391304347826,0.49354127284184,-0.739105370600376,0.874724830128951,0.999999744496914,0.923181504883883,"10720",1
"Cellular Processes","Cellular community - eukaryotes","hsa04530","Tight junction","5/414","170/9399",0.0294117647058824,0.667732310315431,-0.938413181754996,0.875051377808995,0.999999744496914,0.923181504883883,"5872/7074/5521/5581/54566",5
"Human Diseases","Endocrine and metabolic disease","hsa04936","Alcoholic liver disease","4/414","144/9399",0.0277777777777778,0.630636070853462,-0.958752183647111,0.884319857482803,0.999999744496914,0.923181504883883,"356/6932/717/10891",4
NA,NA,"hsa03272","Virion - Hepatitis viruses","1/414","48/9399",0.0208333333333333,0.472977053140097,-0.785741995382237,0.885570274689428,0.999999744496914,0.923181504883883,"4072",1
"Organismal Systems","Immune system","hsa04670","Leukocyte transendothelial migration","3/414","116/9399",0.0258620689655172,0.587143928035982,-0.960378316170656,0.891203165814459,0.999999744496914,0.923181504883883,"5335/3702/4318",3
"Organismal Systems","Nervous system","hsa04724","Glutamatergic synapse","3/414","116/9399",0.0258620689655172,0.587143928035982,-0.960378316170656,0.891203165814459,0.999999744496914,0.923181504883883,"2790/112/6507",3
"Environmental Information Processing","Signal transduction","hsa04012","ErbB signaling pathway","2/414","86/9399",0.0232558139534884,0.527974384900573,-0.943906205277248,0.897973755844644,0.999999744496914,0.923181504883883,"5335/374",2
"Organismal Systems","Nervous system","hsa04723","Retrograde endocannabinoid signaling","4/414","149/9399",0.0268456375838926,0.609473786596635,-1.03140993042695,0.899523456802729,0.999999744496914,0.923181504883883,"2790/112/2570/100532726",4
"Human Diseases","Infectious disease: bacterial","hsa05152","Tuberculosis","5/414","181/9399",0.0276243093922652,0.627151893666426,-1.08720571691677,0.906084401954086,0.999999744496914,0.923181504883883,"596/26253/4360/820/3118",5
"Organismal Systems","Immune system","hsa04662","B cell receptor signaling pathway","2/414","91/9399",0.021978021978022,0.498964803312629,-1.03090725092916,0.914907724763615,0.999999744496914,0.923181504883883,"4773/23547",2
"Human Diseases","Endocrine and metabolic disease","hsa04934","Cushing syndrome","4/414","155/9399",0.0258064516129032,0.585881252921926,-1.11588546895068,0.915425838598423,0.999999744496914,0.923181504883883,"112/6932/3164/7476",4
"Environmental Information Processing","Signal transduction","hsa04150","mTOR signaling pathway","4/414","158/9399",0.0253164556962025,0.574756925334801,-1.15708471902167,0.922504026163902,0.999999744496914,0.923181504883883,"2887/79899/54541/7476",4
"Metabolism","Global and overview maps","hsa01212","Fatty acid metabolism","1/414","57/9399",0.0175438596491228,0.398296465802187,-0.978045161545528,0.923885979485558,0.999999744496914,0.923181504883883,"6785",1
"Cellular Processes","Transport and catabolism","hsa04144","Endocytosis","7/414","250/9399",0.028,0.63568115942029,-1.25320948116564,0.929061517545064,0.999999744496914,0.923181504883883,"64744/273/1234/3560/116987/2263/2352",7
"Organismal Systems","Nervous system","hsa04730","Long-term depression","1/414","60/9399",0.0166666666666667,0.378381642512077,-1.0368313474469,0.933564355795202,0.999999744496914,0.923181504883883,"6261",1
"Organismal Systems","Circulatory system","hsa04270","Vascular smooth muscle contraction","3/414","134/9399",0.0223880597014925,0.508273848150552,-1.23058564272829,0.93890781768074,0.999999744496914,0.923181504883883,"112/5581/3778",3
"Cellular Processes","Transport and catabolism","hsa04140","Autophagy - animal","4/414","169/9399",0.0236686390532544,0.537346711259755,-1.30273777272338,0.944130228252189,0.999999744496914,0.923181504883883,"8660/596/54541/285973",4
"Genetic Information Processing","Translation","hsa03015","mRNA surveillance pathway","2/414","103/9399",0.0194174757281553,0.440832981567469,-1.22481628581789,0.94540623358463,0.999999744496914,0.923181504883883,"5521/56000",2
"Organismal Systems","Endocrine system","hsa04929","GnRH secretion","1/414","65/9399",0.0153846153846154,0.349275362318841,-1.13000113706855,0.947043555468273,0.999999744496914,0.923181504883883,"2852",1
"Human Diseases","Cancer: overview","hsa05206","MicroRNAs in cancer","9/414","323/9399",0.0278637770897833,0.632588504509355,-1.44233322557955,0.95116094443403,0.999999744496914,0.923181504883883,"8660/1942/596/5335/5159/54541/4318/5581/7078",9
"Human Diseases","Cardiovascular disease","hsa05415","Diabetic cardiomyopathy","5/414","205/9399",0.024390243902439,0.553729232944503,-1.38669825912625,0.951454261724818,0.999999744496914,0.923181504883883,"6513/4318/9882/1636/100532726",5
"Organismal Systems","Nervous system","hsa04720","Long-term potentiation","1/414","67/9399",0.0149253731343284,0.338849232100368,-1.16576065387791,0.9516372736853,0.999999744496914,0.923181504883883,"814",1
"Metabolism","Metabolism of cofactors and vitamins","hsa00830","Retinol metabolism","1/414","68/9399",0.0147058823529412,0.333866155157715,-1.18334317857217,0.953782812550955,0.999999744496914,0.923181504883883,"10720",1
"Human Diseases","Cancer: specific types","hsa05211","Renal cell carcinoma","1/414","70/9399",0.0142857142857143,0.324327122153209,-1.21794256878124,0.957793192247675,0.999999744496914,0.923181504883883,"6513",1
"Human Diseases","Infectious disease: bacterial","hsa05120","Epithelial cell signaling in Helicobacter pylori infection","1/414","71/9399",0.0140845070422535,0.319759134517248,-1.23497018955321,0.959666235275809,0.999999744496914,0.923181504883883,"5335",1
"Human Diseases","Cancer: specific types","hsa05212","Pancreatic cancer","1/414","77/9399",0.012987012987013,0.294842838321099,-1.33363070048508,0.969285682699344,0.999999744496914,0.923181504883883,"1647",1
"Human Diseases","Cancer: specific types","hsa05220","Chronic myeloid leukemia","1/414","77/9399",0.012987012987013,0.294842838321099,-1.33363070048508,0.969285682699344,0.999999744496914,0.923181504883883,"1647",1
"Human Diseases","Infectious disease: bacterial","hsa05131","Shigellosis","6/414","253/9399",0.0237154150197628,0.538408661282007,-1.59757466018331,0.969987412443328,0.999999744496914,0.923181504883883,"23176/3554/596/5335/5581/83660",6
"Cellular Processes","Cell growth and death","hsa04218","Cellular senescence","3/414","157/9399",0.0191082802547771,0.433813348103019,-1.53562551954531,0.971885234688363,0.999999744496914,0.923181504883883,"1647/4773/3486",3
"Human Diseases","Endocrine and metabolic disease","hsa04932","Non-alcoholic fatty liver disease","3/414","157/9399",0.0191082802547771,0.433813348103019,-1.53562551954531,0.971885234688363,0.999999744496914,0.923181504883883,"8660/356/100532726",3
"Human Diseases","Cancer: overview","hsa05208","Chemical carcinogenesis - reactive oxygen species","5/414","227/9399",0.0220264317180617,0.500063844729618,-1.6366442978031,0.974492310095062,0.999999744496914,0.923181504883883,"253152/2949/100532726/1645/4025",5
"Genetic Information Processing","Chromosome","hsa03083","Polycomb repressive complex","1/414","83/9399",0.0120481927710843,0.273528898201502,-1.42692615891774,0.976615125999334,0.999999744496914,0.923181504883883,"1912",1
"Human Diseases","Infectious disease: bacterial","hsa05130","Pathogenic Escherichia coli infection","4/414","200/9399",0.02,0.454057971014493,-1.67513598453266,0.978863724289873,0.999999744496914,0.923181504883883,"4430/3554/4646/356",4
"Human Diseases","Neurodegenerative disease","hsa05012","Parkinson disease","6/414","268/9399",0.0223880597014925,0.508273848150552,-1.7530341728964,0.980424503108939,0.999999744496914,0.923181504883883,"4128/5335/4129/100532726/7345/6570",6
"Human Diseases","Cancer: overview","hsa05203","Viral carcinogenesis","4/414","205/9399",0.0195121951219512,0.442983386355603,-1.73081910236131,0.98203974477788,0.999999744496914,0.923181504883883,"1234/1232/1237/8348",4
"Genetic Information Processing","Folding, sorting and degradation","hsa04141","Protein processing in endoplasmic reticulum","3/414","175/9399",0.0171428571428571,0.389192546583851,-1.75074363177813,0.985055281471955,0.999999744496914,0.923181504883883,"55432/55176/596",3
"Organismal Systems","Endocrine system","hsa04912","GnRH signaling pathway","1/414","93/9399",0.010752688172043,0.244117188717469,-1.5724370565503,0.985160526065599,0.999999744496914,0.923181504883883,"112",1
"Genetic Information Processing","Folding, sorting and degradation","hsa04120","Ubiquitin mediated proteolysis","2/414","142/9399",0.0140845070422535,0.319759134517248,-1.7531965571639,0.987867744733872,0.999999744496914,0.923181504883883,"9063/326",2
"Human Diseases","Neurodegenerative disease","hsa05017","Spinocerebellar ataxia","2/414","144/9399",0.0138888888888889,0.315318035426731,-1.77721828483687,0.988790963967279,0.999999744496914,0.923181504883883,"6095/6261",2
"Human Diseases","Neurodegenerative disease","hsa05022","Pathways of neurodegeneration - multiple diseases","12/414","480/9399",0.025,0.567572463768116,-2.08753962650745,0.990808420093938,0.999999744496914,0.923181504883883,"596/5335/122011/6261/356/8851/196385/1768/64446/7476/100532726/7345",12
"Cellular Processes","Transport and catabolism","hsa04137","Mitophagy - animal","1/414","105/9399",0.00952380952380952,0.216218081435473,-1.73359404288981,0.991407652187732,0.999999744496914,0.923181504883883,"285973",1
"Genetic Information Processing","Translation","hsa03013","Nucleocytoplasmic transport","1/414","108/9399",0.00925925925925926,0.210212023617821,-1.7719440948575,0.992505611464702,0.999999744496914,0.923181504883883,"56000",1
"Organismal Systems","Endocrine system","hsa04914","Progesterone-mediated oocyte maturation","1/414","110/9399",0.00909090909090909,0.206389986824769,-1.79712319729452,0.993158654178001,0.999999744496914,0.923181504883883,"112",1
"Human Diseases","Neurodegenerative disease","hsa05016","Huntington disease","6/414","308/9399",0.0194805194805195,0.442264257481649,-2.13627351729834,0.994120435291503,0.999999744496914,0.923181504883883,"196385/1768/64446/6507/10891/100532726",6
"Metabolism","Global and overview maps","hsa01200","Carbon metabolism","1/414","116/9399",0.00862068965517241,0.195714642678661,-1.8709140294594,0.994796384369366,0.999999744496914,0.923181504883883,"5226",1
"Human Diseases","Infectious disease: bacterial","hsa05132","Salmonella infection","4/414","248/9399",0.0161290322580645,0.366175783076204,-2.17129704569038,0.995817507556461,0.999999744496914,0.923181504883883,"596/4646/6932/1780",4
"Genetic Information Processing","Translation","hsa03008","Ribosome biogenesis in eukaryotes","2/414","183/9399",0.0109289617486339,0.248119109843985,-2.20476450724653,0.99767461240776,0.999999744496914,0.923181504883883,"100008589/56000",2
"Metabolism","Energy metabolism","hsa00190","Oxidative phosphorylation","1/414","138/9399",0.0072463768115942,0.164513757613947,-2.12230967656967,0.998094983942129,0.999999744496914,0.923181504883883,"100532726",1
"Cellular Processes","Cell growth and death","hsa04114","Oocyte meiosis","1/414","138/9399",0.0072463768115942,0.164513757613947,-2.12230967656967,0.998094983942129,0.999999744496914,0.923181504883883,"112",1
"Organismal Systems","Environmental adaptation","hsa04714","Thermogenesis","3/414","235/9399",0.0127659574468085,0.289824236817761,-2.36655219669379,0.998380834966949,0.999999744496914,0.923181504883883,"112/10891/100532726",3
"Human Diseases","Neurodegenerative disease","hsa05014","Amyotrophic lateral sclerosis","6/414","368/9399",0.016304347826087,0.37015595463138,-2.6457442820834,0.999160305085971,0.999999744496914,0.923181504883883,"596/196385/56000/1768/64446/100532726",6
"Cellular Processes","Cell growth and death","hsa04110","Cell cycle","1/414","158/9399",0.00632911392405063,0.1436892313337,-2.33001820414728,0.999237492794695,0.999999744496914,0.923181504883883,"1647",1
"Human Diseases","Neurodegenerative disease","hsa05010","Alzheimer disease","6/414","388/9399",0.0154639175257732,0.351075750784402,-2.80209091121001,0.999574649664353,0.999999744496914,0.923181504883883,"8660/122011/4023/8851/7476/100532726",6
"Human Diseases","Neurodegenerative disease","hsa05020","Prion disease","3/414","275/9399",0.0109090909090909,0.247667984189723,-2.71795400219141,0.999658337266544,0.999999744496914,0.923181504883883,"6261/732/100532726",3
"Genetic Information Processing","Translation","hsa03010","Ribosome","1/414","223/9399",0.00448430493273543,0.101806719958406,-2.91376405058139,0.99996165070273,0.999999744496914,0.923181504883883,"100008589",1
"Organismal Systems","Sensory system","hsa04740","Olfactory transduction","3/414","449/9399",0.0066815144766147,0.151689745327782,-3.95389580113334,0.999999744496914,0.999999744496914,0.923181504883883,"5138/83988/6546",3
